Attaching to filebeat, kibana, logstash, es-hot, some_app, es-warm
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:53.249Z", "log.level": "INFO", "message":"version[8.7.0], pid[74], build[docker/09520b59b6bc1057340b55750186466ea715e30e/2023-03-27T16:31:09.816451435Z], OS[Linux/5.15.146.1-microsoft-standard-WSL2/amd64], JVM[Oracle Corporation/OpenJDK 64-Bit Server VM/19.0.2/19.0.2+7-44]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.node.Node","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.819Z", "log.level": "INFO", "message":"loaded module [runtime-fields-common]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.820Z", "log.level": "INFO", "message":"loaded module [search-business-rules]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.820Z", "log.level": "INFO", "message":"loaded module [searchable-snapshots]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.820Z", "log.level": "INFO", "message":"loaded module [snapshot-based-recoveries]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.820Z", "log.level": "INFO", "message":"loaded module [snapshot-repo-test-kit]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.820Z", "log.level": "INFO", "message":"loaded module [spatial]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[32mfilebeat            |[0m {"log.level":"warn","@timestamp":"2024-09-29T19:50:50.644Z","log.logger":"cfgwarn","log.origin":{"file.name":"log/input.go","file.line":90},"message":"DEPRECATED: Log input. Use Filestream input instead.","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.645Z","log.logger":"input","log.origin":{"file.name":"log/input.go","file.line":172},"message":"Configured paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.645Z","log.logger":"crawler","log.origin":{"file.name":"beater/crawler.go","file.line":148},"message":"Starting input (ID: 14033481556371524303)","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.645Z","log.logger":"crawler","log.origin":{"file.name":"beater/crawler.go","file.line":106},"message":"Loading and starting Inputs completed. Enabled inputs: 1","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.646Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":311},"message":"Harvester started for paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/16f4eff99741f5fb3a370f17b4d5e3a411530a9ffd1e47f38a8e69cf38e274d2/16f4eff99741f5fb3a370f17b4d5e3a411530a9ffd1e47f38a8e69cf38e274d2-json.log","state_id":"native::192327-2080","finished":false,"os_id":"192327-2080","harvester_id":"c83b3ee0-a3a1-4367-afbc-c58a96664e48","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.647Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":311},"message":"Harvester started for paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/38964dec6f2a3fc81043c212015c97e60602e0c43c0c96a87aba65496f1383e8/38964dec6f2a3fc81043c212015c97e60602e0c43c0c96a87aba65496f1383e8-json.log","state_id":"native::192385-2080","finished":false,"os_id":"192385-2080","harvester_id":"84382302-6c3d-4f77-993f-8907c1befcb1","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.647Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":311},"message":"Harvester started for paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/4b7aca880fcfffd7a1cbbc995f7e1b8188f0f5f7050a6eca941fe09f0a739736/4b7aca880fcfffd7a1cbbc995f7e1b8188f0f5f7050a6eca941fe09f0a739736-json.log","state_id":"native::192215-2080","finished":false,"os_id":"192215-2080","harvester_id":"c6c72a64-cb55-4707-9682-ff74d5027fbe","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.647Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":311},"message":"Harvester started for paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/56063811fc7bcdc0ca2ff9466c55d7b34882aeff24733b227afc84e042384d3e/56063811fc7bcdc0ca2ff9466c55d7b34882aeff24733b227afc84e042384d3e-json.log","state_id":"native::192325-2080","finished":false,"os_id":"192325-2080","harvester_id":"d5bc241e-87b1-46fe-82a6-98bb6ae3e79e","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.647Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":311},"message":"Harvester started for paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/9e3c1d3387140a9a87ba66a4244f0df267ece00885cdf4c7531a8d17bc11d36d/9e3c1d3387140a9a87ba66a4244f0df267ece00885cdf4c7531a8d17bc11d36d-json.log","state_id":"native::192134-2080","finished":false,"os_id":"192134-2080","harvester_id":"cc2fe1c2-e74b-46b2-b840-51a3d6085ebf","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:50.647Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":311},"message":"Harvester started for paths: [/var/lib/docker/containers/*/*.log]","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/c170b72432e1192aa6afa8c615b98a963826e3bdc35be667bd8d5f18d23d8dcd/c170b72432e1192aa6afa8c615b98a963826e3bdc35be667bd8d5f18d23d8dcd-json.log","state_id":"native::192135-2080","finished":false,"os_id":"192135-2080","harvester_id":"6572fc27-d3a6-48e6-b9ff-81aa2d90ed12","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:51.647Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":139},"message":"Connecting to backoff(async(tcp://logstash:5046))","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"error","@timestamp":"2024-09-29T19:50:52.910Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":150},"message":"Failed to connect to backoff(async(tcp://logstash:5046)): dial tcp 172.22.0.4:5046: connect: connection refused","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:52.910Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":141},"message":"Attempting to reconnect to backoff(async(tcp://logstash:5046)) with 1 reconnect attempt(s)","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"error","@timestamp":"2024-09-29T19:50:55.323Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":150},"message":"Failed to connect to backoff(async(tcp://logstash:5046)): dial tcp 172.22.0.4:5046: connect: connection refused","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:50:55.323Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":141},"message":"Attempting to reconnect to backoff(async(tcp://logstash:5046)) with 2 reconnect attempt(s)","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"error","@timestamp":"2024-09-29T19:51:00.514Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":150},"message":"Failed to connect to backoff(async(tcp://logstash:5046)): dial tcp 172.22.0.4:5046: connect: connection refused","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:51:00.514Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":141},"message":"Attempting to reconnect to backoff(async(tcp://logstash:5046)) with 3 reconnect attempt(s)","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"error","@timestamp":"2024-09-29T19:51:16.514Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":150},"message":"Failed to connect to backoff(async(tcp://logstash:5046)): dial tcp 172.22.0.4:5046: connect: connection refused","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:51:16.514Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":141},"message":"Attempting to reconnect to backoff(async(tcp://logstash:5046)) with 4 reconnect attempt(s)","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"error","@timestamp":"2024-09-29T19:51:40.090Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":150},"message":"Failed to connect to backoff(async(tcp://logstash:5046)): dial tcp 172.22.0.4:5046: connect: connection refused","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:51:40.090Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":141},"message":"Attempting to reconnect to backoff(async(tcp://logstash:5046)) with 5 reconnect attempt(s)","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:51:40.091Z","log.logger":"publisher_pipeline_output","log.origin":{"file.name":"pipeline/client_worker.go","file.line":147},"message":"Connection to backoff(async(tcp://logstash:5046)) established","service.name":"filebeat","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:56:22.695Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":342},"message":"File is inactive. Closing because close_inactive of 5m0s reached.","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/c170b72432e1192aa6afa8c615b98a963826e3bdc35be667bd8d5f18d23d8dcd/c170b72432e1192aa6afa8c615b98a963826e3bdc35be667bd8d5f18d23d8dcd-json.log","state_id":"native::192135-2080","finished":false,"os_id":"192135-2080","harvester_id":"6572fc27-d3a6-48e6-b9ff-81aa2d90ed12","ecs.version":"1.6.0"}
[32mfilebeat            |[0m {"log.level":"info","@timestamp":"2024-09-29T19:56:23.690Z","log.logger":"input.harvester","log.origin":{"file.name":"log/harvester.go","file.line":342},"message":"File is inactive. Closing because close_inactive of 5m0s reached.","service.name":"filebeat","input_id":"bf0a36bb-d184-4534-a236-75db3b640dcc","source_file":"/var/lib/docker/containers/4b7aca880fcfffd7a1cbbc995f7e1b8188f0f5f7050a6eca941fe09f0a739736/4b7aca880fcfffd7a1cbbc995f7e1b8188f0f5f7050a6eca941fe09f0a739736-json.log","state_id":"native::192215-2080","finished":false,"os_id":"192215-2080","harvester_id":"c6c72a64-cb55-4707-9682-ff74d5027fbe","ecs.version":"1.6.0"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.821Z", "log.level": "INFO", "message":"loaded module [transform]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.821Z", "log.level": "INFO", "message":"loaded module [transport-netty4]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.821Z", "log.level": "INFO", "message":"loaded module [unsigned-long]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.821Z", "log.level": "INFO", "message":"loaded module [vector-tile]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.822Z", "log.level": "INFO", "message":"loaded module [wildcard]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.822Z", "log.level": "INFO", "message":"loaded module [x-pack-aggregate-metric]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.822Z", "log.level": "INFO", "message":"loaded module [x-pack-analytics]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.822Z", "log.level": "INFO", "message":"loaded module [x-pack-async]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.823Z", "log.level": "INFO", "message":"loaded module [x-pack-async-search]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.823Z", "log.level": "INFO", "message":"loaded module [x-pack-autoscaling]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.823Z", "log.level": "INFO", "message":"loaded module [x-pack-ccr]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.823Z", "log.level": "INFO", "message":"loaded module [x-pack-core]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.823Z", "log.level": "INFO", "message":"loaded module [x-pack-deprecation]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.823Z", "log.level": "INFO", "message":"loaded module [x-pack-enrich]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-eql]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-fleet]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-graph]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-identity-provider]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-ilm]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-logstash]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-ml]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[36mes-hot              |[0m {"@timestamp":"2024-09-29T19:51:00.824Z", "log.level": "INFO", "message":"loaded module [x-pack-monitoring]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-hot","elasticsearch.cluster.name":"es-docker-cluster"}
[34mlogstash            |[0m Using bundled JDK: /usr/share/logstash/jdk
[34mlogstash            |[0m Sending Logstash logs to /usr/share/logstash/logs which is now configured via log4j2.properties
[34mlogstash            |[0m [2024-09-29T19:51:14,077][INFO ][logstash.runner          ] Log4j configuration path used is: /usr/share/logstash/config/log4j2.properties
[34mlogstash            |[0m [2024-09-29T19:51:14,083][INFO ][logstash.runner          ] Starting Logstash {"logstash.version"=>"8.7.0", "jruby.version"=>"jruby 9.3.10.0 (2.6.8) 2023-02-01 107b2e6697 OpenJDK 64-Bit Server VM 17.0.6+10 on 17.0.6+10 +indy +jit [x86_64-linux]"}
[34mlogstash            |[0m [2024-09-29T19:51:14,085][INFO ][logstash.runner          ] JVM bootstrap flags: [-Xms1g, -Xmx1g, -Djava.awt.headless=true, -Dfile.encoding=UTF-8, -Djruby.compile.invokedynamic=true, -XX:+HeapDumpOnOutOfMemoryError, -Djava.security.egd=file:/dev/urandom, -Dlog4j2.isThreadContextMapInheritable=true, -Dls.cgroup.cpuacct.path.override=/, -Dls.cgroup.cpu.path.override=/, -Xms256m, -Xmx256m, -Djruby.regexp.interruptible=true, -Djdk.io.File.enableADS=true, --add-exports=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.file=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.parser=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.tree=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.util=ALL-UNNAMED, --add-opens=java.base/java.security=ALL-UNNAMED, --add-opens=java.base/java.io=ALL-UNNAMED, --add-opens=java.base/java.nio.channels=ALL-UNNAMED, --add-opens=java.base/sun.nio.ch=ALL-UNNAMED, --add-opens=java.management/sun.management=ALL-UNNAMED]
[34mlogstash            |[0m [2024-09-29T19:51:14,094][INFO ][logstash.settings        ] Creating directory {:setting=>"path.queue", :path=>"/usr/share/logstash/data/queue"}
[34mlogstash            |[0m [2024-09-29T19:51:14,098][INFO ][logstash.settings        ] Creating directory {:setting=>"path.dead_letter_queue", :path=>"/usr/share/logstash/data/dead_letter_queue"}
[34mlogstash            |[0m [2024-09-29T19:51:14,333][INFO ][logstash.agent           ] No persistent UUID file found. Generating new UUID {:uuid=>"901985e0-ed10-4b41-a1ad-b9ebb0b1e400", :path=>"/usr/share/logstash/data/uuid"}
[34mlogstash            |[0m [2024-09-29T19:51:15,091][INFO ][logstash.agent           ] Successfully started Logstash API endpoint {:port=>9600, :ssl_enabled=>false}
[34mlogstash            |[0m [2024-09-29T19:51:15,350][INFO ][org.reflections.Reflections] Reflections took 111 ms to scan 1 urls, producing 132 keys and 462 values
[34mlogstash            |[0m [2024-09-29T19:51:15,743][INFO ][logstash.javapipeline    ] Pipeline `main` is configured with `pipeline.ecs_compatibility: v8` setting. All plugins in this pipeline will default to `ecs_compatibility => v8` unless explicitly configured otherwise.
[34mlogstash            |[0m [2024-09-29T19:51:15,765][INFO ][logstash.outputs.elasticsearch][main] New Elasticsearch output {:class=>"LogStash::Outputs::ElasticSearch", :hosts=>["//es-hot:9200"]}
[34mlogstash            |[0m [2024-09-29T19:51:15,869][INFO ][logstash.outputs.elasticsearch][main] Elasticsearch pool URLs updated {:changes=>{:removed=>[], :added=>[http://es-hot:9200/]}}
[34mlogstash            |[0m [2024-09-29T19:51:15,906][INFO ][logstash.outputs.elasticsearch][main] Failed to perform request {:message=>"Connect to es-hot:9200 [es-hot/172.22.0.3] failed: Connection refused", :exception=>Manticore::SocketException, :cause=>#<Java::OrgApacheHttpConn::HttpHostConnectException: Connect to es-hot:9200 [es-hot/172.22.0.3] failed: Connection refused>}
[34mlogstash            |[0m [2024-09-29T19:51:15,907][WARN ][logstash.outputs.elasticsearch][main] Attempted to resurrect connection to dead ES instance, but got an error {:url=>"http://es-hot:9200/", :exception=>LogStash::Outputs::ElasticSearch::HttpClient::Pool::HostUnreachableError, :message=>"Elasticsearch Unreachable: [http://es-hot:9200/][Manticore::SocketException] Connect to es-hot:9200 [es-hot/172.22.0.3] failed: Connection refused"}
[34mlogstash            |[0m [2024-09-29T19:51:15,922][INFO ][logstash.outputs.elasticsearch][main] Not eligible for data streams because config contains one or more settings that are not compatible with data streams: {"index"=>"logstash-%{+YYYY.MM.dd}"}
[34mlogstash            |[0m [2024-09-29T19:51:15,923][INFO ][logstash.outputs.elasticsearch][main] Data streams auto configuration (`data_stream => auto` or unset) resolved to `false`
[34mlogstash            |[0m [2024-09-29T19:51:15,924][WARN ][logstash.outputs.elasticsearch][main] Elasticsearch Output configured with `ecs_compatibility => v8`, which resolved to an UNRELEASED preview of version 8.0.0 of the Elastic Common Schema. Once ECS v8 and an updated release of this plugin are publicly available, you will need to update this plugin to resolve this warning.
[34mlogstash            |[0m [2024-09-29T19:51:15,925][INFO ][logstash.filters.json    ][main] ECS compatibility is enabled but `target` option was not specified. This may cause fields to be set at the top-level of the event where they are likely to clash with the Elastic Common Schema. It is recommended to set the `target` option to avoid potential schema conflicts (if your data is ECS compliant or non-conflicting, feel free to ignore this message)
[34mlogstash            |[0m [2024-09-29T19:51:15,945][INFO ][logstash.javapipeline    ][main] Starting pipeline {:pipeline_id=>"main", "pipeline.workers"=>16, "pipeline.batch.size"=>125, "pipeline.batch.delay"=>50, "pipeline.max_inflight"=>2000, "pipeline.sources"=>["/usr/share/logstash/pipeline/logstash.conf"], :thread=>"#<Thread:0x3003ca40@/usr/share/logstash/logstash-core/lib/logstash/java_pipeline.rb:134 run>"}
[34mlogstash            |[0m [2024-09-29T19:51:16,747][INFO ][logstash.javapipeline    ][main] Pipeline Java execution initialization time {"seconds"=>0.8}
[34mlogstash            |[0m [2024-09-29T19:51:16,757][INFO ][logstash.inputs.beats    ][main] Starting input listener {:address=>"0.0.0.0:5046"}
[34mlogstash            |[0m [2024-09-29T19:51:16,767][INFO ][logstash.javapipeline    ][main] Pipeline started {"pipeline.id"=>"main"}
[34mlogstash            |[0m [2024-09-29T19:51:16,782][INFO ][logstash.agent           ] Pipelines running {:count=>1, :running_pipelines=>[:main], :non_running_pipelines=>[]}
